        TIME                    X      Y      RAWX   RAWY   DETX   DETY
        s                       pixel  pixel  pixel  pixel  pixel  pixel
   2747   4.729467936331917E+08   1731   -421    105    226    106    227
   2748   4.729467961405317E+08   1571   -164    183    518    184    519
   2749   4.729467961405317E+08   1486   -531    373    193    374    194
   2750   4.729468061697517E+08   1818   -382     10    239     11    240
   2751   4.729468086770917E+08   1532   -218    236    478    237    479
   2752   4.729468136917117E+08   1302   -434    519    339    520    340
   2753   4.729468187063717E+08   1591   -116    150    558    151    559
   2754   4.729468187063717E+08   1286   -384    520    392    521    393
   2755   4.729468187063717E+08   1496   -375    316    339    317    340
   2756   4.729468187063717E+08   1613   -357    199    322    200    323
   2757   4.729468187063717E+08   1796   -365     26    260     27    261
   2758   4.729468212136517E+08   1466   -258    312    460    313    461
   2759   4.729468212136517E+08   1786   -318     24    308     25    309
   2760   4.729468212136517E+08   1432   -593    441    149    442    150
   2761   4.729468237209917E+08   1263   -393    544    389    545    390
   2762   4.729468237209917E+08   1673   -541    196    128    197    129
   2763   4.729468237209917E+08   1487   -673    412     56    413     57
   2764   4.729468518040833E+08   1212   -971    373    193    374    194
   2765   4.729468518040833E+08   1408  -1100    224     12    225     13
   2766   4.729468543114117E+08   1259   -659    236    478    237    479
   2767   4.729468568187518E+08    989   -756    523    464    524    465
   2768   4.729468568187518E+08   1102   -922    463    273    464    274
   2769   4.729468568187518E+08   1520   -912     60    160     61    161
   2770   4.729468568187518E+08   1456  -1026    155     69    156     70
   2771   4.729468568187518E+08   1459  -1055    161     41    162     42
   2772   4.729468593260517E+08   1191   -890    369    277    370    278
   2773   4.729468593260517E+08   1268   -987    323    162    324    163
   2774   4.729468618333517E+08   1082   -820    453    376    454    377
   2775   4.729468618333517E+08   1131  -1098    487     97    488     98
   2776   4.729468643407117E+08   1119   -977    463    215    464    216
   2777   4.729468668479917E+08   1099   -594    370    587    371    588
   2778   4.729468668479917E+08   1208  -1044    398    125    399    126
   2779   4.729468693553116E+08   1146   -618    332    551    333    552
   2780   4.729468793846118E+08   1011   -806    517    409    518    410
   2781   4.729468793846118E+08   1352   -786    186    328    187    329
   2782   4.729468793846118E+08   1457  -1026    155     69    156     70
   2783   4.729468818918717E+08   1147   -617    332    551    333    552
   2784   4.729468818918717E+08   1015   -825    519    390    520    391
   2785   4.729468869065316E+08   1100   -593    370    587    371    588
   2786   4.729468869065316E+08   1111   -984    474    211    475    212
   2787   4.729468869065316E+08   1558   -854      9    204     10    205
   2788   4.729468869065316E+08   1457  -1026    155     69    156     70
   2789   4.729468894138718E+08   1003   -817    529    401    530    402
   2790   4.729468894138718E+08   1299   -939    280    199    281    200
   2791   4.729468919211517E+08   1259   -658    236    478    237    479
   2792   4.729468919211517E+08   1002   -799    524    419    525    420
   2793   4.729468944284716E+08   1042   -664    446    536    447    537
   2794   4.729468944284716E+08   1260   -658    236    478    237    479
   2795   4.729468944284716E+08   1292  -1084    330     61    331     62
   2796   4.729468944284716E+08   1461  -1082    167     14    168     15
   2797   4.729468969358118E+08   1239   -614    242    526    243    527
   2798   4.729468969358118E+08   1408   -621     83    471     84    472
   2799   4.729468969358118E+08   1050   -781    473    421    474    422
   2800   4.729468969358118E+08   1120   -866    430    320    431    321
   2801   4.729468969358118E+08   1094   -989    491    210    492    211
   2802   4.729468969358118E+08   1316  -1079    306     59    307     60
   2803   4.729468994431117E+08   1137   -593    333    576    334    577
   2804   4.729468994431117E+08   1074  -1047    527    161    528    162
   2805   4.729468994431117E+08   1316  -1079    306     59    307     60
   2806   4.729469019504117E+08   1522   -812     31    254     32    255
   2807   4.729469019504117E+08   1117   -998    472    196    473    197
   2808   4.729469019504117E+08   1284   -981    307    162    308    163
   2809   4.729469019504117E+08   1292  -1084    330     61    331     62
   2810   4.729469044577717E+08   1242   -556    223    581    224    582
   2811   4.729469044577717E+08   1531   -828     27    236     28    237
   2812   4.729469094723717E+08   1038   -641    443    559    444    560
   2813   4.729469094723717E+08   1083   -820    453    376    454    377
   2814   4.729469094723717E+08   1401   -982    196    128    197    129
   2815   4.729469144869917E+08   1022   -698    475    509    476    510
   2816   4.729469144869917E+08    990   -755    523    464    524    465
   2817   4.729469169943116E+08   1333   -711    182    406    183    407
   2818   4.729469195016518E+08   1050   -782    473    421    474    422
   2819   4.729469220089517E+08   1146   -616    332    551    333    552
   2820   4.729469220089517E+08   1237   -707    272    437    273    438
   2821   4.729469245162517E+08    987   -790    535    432    536    433
   2822   4.729469245162517E+08   1050   -904    509    304    510    305
   2823   4.729469270236117E+08    990   -755    523    464    524    465
   2824   4.729469320382117E+08   1119   -866    430    320    431    321
   2825   4.729469320382117E+08   1530   -828     27    236     28    237
   2826   4.729469320382117E+08   1192  -1059    418    115    419    116
   2827   4.729469320382117E+08   1362  -1055    254     68    255     69
   2828   4.729469345455517E+08   1179  -1061    431    116    432    117
   2829   4.729469370528317E+08   1037   -641    443    559    444    560
   2830   4.729469370528317E+08   1532   -855     34    210     35    211
   2831   4.729469395601516E+08   1245  -1001    350    154    351    155
   2832   4.729469420675118E+08   1116   -997    472    196    473    197
   2833   4.729469445747717E+08   1094   -989    491    210    492    211
   2834   4.729469470821117E+08   1124   -969    457    220    458    221
   2835   4.729469520967317E+08   1332   -710    182    406    183    407
   2836   4.729469546040517E+08   1098   -593    370    587    371    588
   2837   4.729469546040517E+08   1116   -997    472    196    473    197
   2838   4.729469571113917E+08   1177   -646    311    514    312    515
   2839   4.729469571113917E+08   1332   -711    182    406    183    407
   2840   4.729469571113917E+08   1123  -1030    475    162    476    163
   2841   4.729469888259234E+08   1169  -1108     79    424     80    425
   2842   4.729469913332117E+08    930  -1527    431     96    432     97
   2843   4.729469938405517E+08   1066  -1023    153    537    154    538
   2844   4.729469963478917E+08   1088  -1083    150    474    151    475
   2845   4.729469988551717E+08    843  -1039    370    587    371    588
   2846   4.729469988551717E+08    938  -1034    279    565    280    566
   2847   4.729469988551717E+08   1095  -1233    186    328    187    329
   2848   4.729470013624917E+08    861  -1154    388    472    389    473
   2849   4.729470013624917E+08    943  -1287    348    320    349    321
   2850   4.729470038698117E+08   1110  -1213    167    343    168    344
   2851   4.729470038698117E+08   1112  -1534    259     35    260     36
   2852   4.729470113917717E+08    717  -1331    577    344    578    345
   2853   4.729470138990917E+08   1089  -1082    150    474    151    475
   2854   4.729470164063917E+08   1123  -1042    104    502    105    503
   2855   4.729470164063917E+08    900  -1369    414    255    415    256
   2856   4.729470164063917E+08    808  -1473    532    182    533    183
   2857   4.729470189137117E+08   1219  -1483    142     53    143     54
   2858   4.729470239283317E+08   1038  -1160    220    413    221    414
   2859   4.729470239283317E+08   1077  -1156    182    406    183    407
